book,url,bibtex
Java in Two Semesters Computer Science ,https://doi.org/10.1007/978-3-319-99420-8," @article{Charatan_2019, title={Java in Two Semesters}, ISBN={9783319994208}, ISSN={1868-095X}, url={http://dx.doi.org/10.1007/978-3-319-99420-8}, DOI={10.1007/978-3-319-99420-8}, journal={Texts in Computer Science}, publisher={Springer International Publishing}, author={Charatan, Quentin and Kans, Aaron}, year={2019}}
"
"Managing Media and Digital Organizations Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-71288-8," @article{Noam_2019, title={Managing Media and Digital Organizations}, ISBN={9783319712888}, url={http://dx.doi.org/10.1007/978-3-319-71288-8}, DOI={10.1007/978-3-319-71288-8}, publisher={Springer International Publishing}, author={Noam, Eli M.}, year={2019}}
"
"Media and Digital Management Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-72000-5," @article{Noam_2019, title={Media and Digital Management}, ISBN={9783319720005}, url={http://dx.doi.org/10.1007/978-3-319-72000-5}, DOI={10.1007/978-3-319-72000-5}, publisher={Springer International Publishing}, author={Noam, Eli M.}, year={2019}}
"
"An Anthology of London in Literature, 1558-1914 Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-030-05609-4," @article{2019, title={An Anthology of London in Literature, 1558-1914}, ISBN={9783030056094}, url={http://dx.doi.org/10.1007/978-3-030-05609-4}, DOI={10.1007/978-3-030-05609-4}, publisher={Springer International Publishing}, year={2019}}
"
Astronautics Engineering ,https://doi.org/10.1007/978-3-319-74373-8," @article{Walter_2018, title={Astronautics}, ISBN={9783319743738}, url={http://dx.doi.org/10.1007/978-3-319-74373-8}, DOI={10.1007/978-3-319-74373-8}, publisher={Springer International Publishing}, author={Walter, Ulrich}, year={2018}}
"
Perceptual Organization Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-319-96337-2," @article{Handel_2019, title={Perceptual Organization}, ISBN={9783319963372}, url={http://dx.doi.org/10.1007/978-3-319-96337-2}, DOI={10.1007/978-3-319-96337-2}, publisher={Springer International Publishing}, author={Handel, Stephen}, year={2019}}
"
Research Methods for Social Justice and Equity in Education Education ,https://doi.org/10.1007/978-3-030-05900-2," @article{2019, title={Research Methods for Social Justice and Equity in Education}, ISBN={9783030059002}, url={http://dx.doi.org/10.1007/978-3-030-05900-2}, DOI={10.1007/978-3-030-05900-2}, publisher={Springer International Publishing}, year={2019}}
"
Educational Technology Education ,https://doi.org/10.1007/978-981-13-6643-7," @article{Huang_2019, title={Educational Technology}, ISBN={9789811366437}, ISSN={2196-4971}, url={http://dx.doi.org/10.1007/978-981-13-6643-7}, DOI={10.1007/978-981-13-6643-7}, journal={Lecture Notes in Educational Technology}, publisher={Springer Singapore}, author={Huang, Ronghuai and Spector, J. Michael and Yang, Junfeng}, year={2019}}
"
Quick Start Guide to Verilog Engineering ,https://doi.org/10.1007/978-3-030-10552-5," @article{LaMeres_2019, title={Quick Start Guide to Verilog}, ISBN={9783030105525}, url={http://dx.doi.org/10.1007/978-3-030-10552-5}, DOI={10.1007/978-3-030-10552-5}, publisher={Springer International Publishing}, author={LaMeres, Brock J.}, year={2019}}
"
Spine Surgery Medicine ,https://doi.org/10.1007/978-3-319-98875-7," @article{2019, title={Spine Surgery}, ISBN={9783319988757}, url={http://dx.doi.org/10.1007/978-3-319-98875-7}, DOI={10.1007/978-3-319-98875-7}, publisher={Springer International Publishing}, year={2019}}
"
Social Justice Theory and Practice for Social Work Social Sciences ,https://doi.org/10.1007/978-981-13-3621-8," @article{Watts_2019, title={Social Justice Theory and Practice for Social Work}, ISBN={9789811336218}, url={http://dx.doi.org/10.1007/978-981-13-3621-8}, DOI={10.1007/978-981-13-3621-8}, publisher={Springer Singapore}, author={Watts, Lynelle and Hodgson, David}, year={2019}}
"
School Leadership and Educational Change in Singapore Education ,https://doi.org/10.1007/978-3-319-74746-0," @article{2019, title={School Leadership and Educational Change in Singapore}, ISBN={9783319747460}, ISSN={2366-7680}, url={http://dx.doi.org/10.1007/978-3-319-74746-0}, DOI={10.1007/978-3-319-74746-0}, journal={Springer Texts in Education}, publisher={Springer International Publishing}, year={2019}}
"
Digital Business Models Business and Management ,https://doi.org/10.1007/978-3-030-13005-3," @article{Wirtz_2019, title={Digital Business Models}, ISBN={9783030130053}, ISSN={2196-8713}, url={http://dx.doi.org/10.1007/978-3-030-13005-3}, DOI={10.1007/978-3-030-13005-3}, journal={Progress in IS}, publisher={Springer International Publishing}, author={Wirtz, Bernd W.}, year={2019}}
"
"Mapping Global Theatre Histories Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-030-12727-5," @article{Pizzato_2019, title={Mapping Global Theatre Histories}, ISBN={9783030127275}, url={http://dx.doi.org/10.1007/978-3-030-12727-5}, DOI={10.1007/978-3-030-12727-5}, publisher={Springer International Publishing}, author={Pizzato, Mark}, year={2019}}
"
Social Marketing in Action Business and Management ,https://doi.org/10.1007/978-3-030-13020-6," @article{2019, title={Social Marketing in Action}, ISBN={9783030130206}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-030-13020-6}, DOI={10.1007/978-3-030-13020-6}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, year={2019}}
"
Analyzing Qualitative Data with MAXQDA Social Sciences ,https://doi.org/10.1007/978-3-030-15671-8," @article{Kuckartz_2019, title={Analyzing Qualitative Data with MAXQDA}, ISBN={9783030156718}, url={http://dx.doi.org/10.1007/978-3-030-15671-8}, DOI={10.1007/978-3-030-15671-8}, publisher={Springer International Publishing}, author={Kuckartz, Udo and RÃ¤diker, Stefan}, year={2019}}
"
Handbook of Evolutionary Research in Archaeology Social Sciences ,https://doi.org/10.1007/978-3-030-11117-5," @article{2019, title={Handbook of Evolutionary Research in Archaeology}, ISBN={9783030111175}, url={http://dx.doi.org/10.1007/978-3-030-11117-5}, DOI={10.1007/978-3-030-11117-5}, publisher={Springer International Publishing}, year={2019}}
"
Evidence-Based Practice in Clinical Social Work Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-030-15224-6," @article{Drisko_2019, title={Evidence-Based Practice in Clinical Social Work}, ISBN={9783030152246}, ISSN={2520-1611}, url={http://dx.doi.org/10.1007/978-3-030-15224-6}, DOI={10.1007/978-3-030-15224-6}, journal={Essential Clinical Social Work Series}, publisher={Springer International Publishing}, author={Drisko, James W. and Grady, Melissa D.}, year={2019}}
"
Foundations of Behavioral Health Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-030-18435-3," @article{2020, title={Foundations of Behavioral Health}, ISBN={9783030184353}, url={http://dx.doi.org/10.1007/978-3-030-18435-3}, DOI={10.1007/978-3-030-18435-3}, publisher={Springer International Publishing}, year={2020}}
"
Social Psychology in Action Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-030-13788-5," @article{2019, title={Social Psychology in Action}, ISBN={9783030137885}, url={http://dx.doi.org/10.1007/978-3-030-13788-5}, DOI={10.1007/978-3-030-13788-5}, publisher={Springer International Publishing}, year={2019}}
"
Essentials of Business Analytics Business and Management ,https://doi.org/10.1007/978-3-319-68837-4," @article{2019, title={Essentials of Business Analytics}, ISBN={9783319688374}, ISSN={2214-7934}, url={http://dx.doi.org/10.1007/978-3-319-68837-4}, DOI={10.1007/978-3-319-68837-4}, journal={International Series in Operations Research & Management Science}, publisher={Springer International Publishing}, year={2019}}
"
A Course in Rasch Measurement Theory Education ,https://doi.org/10.1007/978-981-13-7496-8," @article{Andrich_2019, title={A Course in Rasch Measurement Theory}, ISBN={9789811374968}, ISSN={2366-7680}, url={http://dx.doi.org/10.1007/978-981-13-7496-8}, DOI={10.1007/978-981-13-7496-8}, journal={Springer Texts in Education}, publisher={Springer Singapore}, author={Andrich, David and Marais, Ida}, year={2019}}
"
Multimedia Big Data Computing for IoT Applications Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-981-13-8759-3," @article{2020, title={Multimedia Big Data Computing for IoT Applications}, ISBN={9789811387593}, ISSN={1868-4408}, url={http://dx.doi.org/10.1007/978-981-13-8759-3}, DOI={10.1007/978-981-13-8759-3}, journal={Intelligent Systems Reference Library}, publisher={Springer Singapore}, year={2020}}
"
Policing and Minority Communities Law and Criminology ,https://doi.org/10.1007/978-3-030-19182-5," @article{2019, title={Policing and Minority Communities}, ISBN={9783030191825}, url={http://dx.doi.org/10.1007/978-3-030-19182-5}, DOI={10.1007/978-3-030-19182-5}, publisher={Springer International Publishing}, year={2019}}
"
A Beginners Guide to Python 3 Programming Computer Science ,https://doi.org/10.1007/978-3-030-20290-3," @article{Hunt_2019, title={A Beginners Guide to Python 3 Programming}, ISBN={9783030202903}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-030-20290-3}, DOI={10.1007/978-3-030-20290-3}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Hunt, John}, year={2019}}
"
Advanced Guide to Python 3 Programming Computer Science ,https://doi.org/10.1007/978-3-030-25943-3," @article{Hunt_2019, title={Advanced Guide to Python 3 Programming}, ISBN={9783030259433}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-030-25943-3}, DOI={10.1007/978-3-030-25943-3}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Hunt, John}, year={2019}}
"
"Literature and Medicine Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-030-19128-3," @article{Schleifer_2019, title={Literature and Medicine}, ISBN={9783030191283}, url={http://dx.doi.org/10.1007/978-3-030-19128-3}, DOI={10.1007/978-3-030-19128-3}, publisher={Springer International Publishing}, author={Schleifer, Ronald and Vannatta, Jerry B.}, year={2019}}
"
Food Fraud Prevention Biomedical and Life Sciences ,https://doi.org/10.1007/978-1-4939-9621-6," @article{Spink_2019, title={Food Fraud Prevention}, ISBN={9781493996216}, url={http://dx.doi.org/10.1007/978-1-4939-9621-6}, DOI={10.1007/978-1-4939-9621-6}, publisher={Springer New York}, author={Spink, John W.}, year={2019}}
"
Plant Ecology Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-662-56233-8," @article{Schulze_2019, title={Plant Ecology}, ISBN={9783662562338}, url={http://dx.doi.org/10.1007/978-3-662-56233-8}, DOI={10.1007/978-3-662-56233-8}, publisher={Springer Berlin Heidelberg}, author={Schulze, Ernst-Detlef and Beck, Erwin and Buchmann, Nina and Clemens, Stephan and MÃ¼ller-Hohenstein, Klaus and Scherer-Lorenzen, Michael}, year={2019}}
"
